apogee_id,period (days)
2M06314486+0200589,1.0
2M06314918-7438563,1.0
2M06314925-7054071,1.5
2M06314999+3334316,1.29
2M06315817+1632207,1.01
2M06320210+0456471,1.0
2M06320530-7001403,1.53
2M06320698+0430220,1.39
2M06320715+0602082,1.7
2M06320987-6518563,1.0
2M06321265+0113079,1.0
2M06321420-6555133,1.01
2M06321522+3340415,1.12
2M06321756+0057557,1.0
2M06321763+1700078,1.0
2M06321936-6522153,1.01
2M06322199+0439459,1.14
2M06322532+0435257,1.71
2M06323071+1738534,1.0
2M06323345+3330323,1.16
2M06323648-6527164,42.22
2M06324264-7551493,1.0
2M06324338+7412597,1.05
2M06325309+0551315,1.0
2M06325780-7038544,1.0
2M06330010+0628233,1.22
2M06330953+1807549,1.2
2M06331207+0436177,1.03
2M06331783-7002512,1.5
2M06332630-0025433,1.28
2M06333224+0015498,1.04
2M06333854+0155531,1.15
2M06334362-0015514,1.23
2M06334378+7410193,1.0
2M06334583-7004570,1.5
2M06334881+3513346,1.16
2M06335019-7417272,1.0
2M06340133+0614117,1.0
2M06340159-6947307,1.0
2M06340185+3331392,1.16
2M06340240+3441348,1.1
2M06340533+3527090,1.0
2M06340711+1822321,1.02
2M06341397+0420046,1.17
2M06341790+1713355,1.04
2M06341963+1812250,1.19
2M06342140+1638489,1.0
2M06342243+0512073,1.0
2M06343512-6937509,1.0
2M06343799+0645031,1.18
2M06343953-6958424,1.0
2M06343977+0143396,1.06
2M06344240+1640014,1.0
2M06344403+0509367,1.0
2M06344417+0553228,1.0
2M06344628+1622542,1.82
2M06344847+0616158,1.0
2M06345240-7058022,1.03
2M06345264+0522052,1.0
2M06345343-6939165,1.5
2M06345672+1645497,1.42
2M06345838+0030147,1.2
2M06350057+0428276,1.0
2M06350302-7043084,1.03
2M06350420+0149008,1.02
2M06350825+0528099,1.0
2M06351002+0409175,1.0
2M06351191-8609465,1.1
2M06352208+3351329,1.11
2M06352630+3337470,1.16
2M06352956-7042195,1.0
2M06354972-6957575,1.03
2M06355001-7501267,1.0
2M06355040-7547377,1.0
2M06355250+0049433,1.0
2M06355357+0545459,1.37
2M06355673-6952440,1.0
2M06355721+0519000,1.65
2M06360011+0429529,1.15
2M06360383-7007433,1.5
2M06361879+0436447,1.04
2M06361932+0125516,1.75
2M06362038+0511590,1.23
2M06362258+1725417,1.01
2M06362308+3347283,1.03
2M06362397+3449090,1.71
2M06362588+0604595,1.26
2M06363444-7455307,1.91
2M06363613+0103144,1.09
2M06363656+0037407,1.0
2M06363924-7453219,1.0
2M06364047+0729347,1.0
2M06364546-6955369,1.47
2M06365107+0524349,1.45
2M06371017+0106232,1.1
2M06371025-7543036,1.0
2M06371041+0603330,1.88
2M06371194+0558228,1.22
2M06371437+0548220,1.04
2M06371640+0112399,1.05
2M06372099+3516191,1.16
2M06372172+3538056,1.16
2M06372199+0558179,1.8
2M06372390+0604442,1.3
2M06372511+7337199,1.36
2M06372922-7418211,1.43
2M06373127-7036477,1.5
2M06374100+0445397,1.1
2M06374294+1018549,1.72
2M06374988+0451488,1.0
2M06375040-7043379,1.1
2M06375809+0604072,1.09
2M06380101+7404323,1.04
2M06381477+3450259,1.0
2M06382599-6954559,1.04
2M06383674+3402234,1.16
2M06384423-7042486,1.04
2M06384563-5109160,1.0
2M06384793+0654066,1.04
2M06385148+0541086,1.17
2M06385395-7045150,1.48
2M06392509-5105404,1.67
2M06392568+1100093,1.0
2M06392938-5048397,1.49
2M06393584-7024151,1.5
2M06394413-5126020,1.42
2M06395080+3455377,1.16
2M06395767-7038272,1.0
2M06395917-5111049,1.0
2M06395957+0956243,1.05
2M06400085-5050083,1.0
2M06400758+0948005,1.0
2M06400851+0944134,1.42
2M06400961+0941434,1.04
2M06401704-5041570,1.44
2M06401927+0231303,1.07
2M06401930+0948299,1.0
2M06401981-5121520,1.69
2M06402063+0940499,1.01
2M06402515+0233287,1.0
2M06402547+0948259,1.0
2M06402745-5130263,1.0
2M06402926+0926114,1.0
2M06403086+0934405,1.93
2M06403123+0931071,1.0
2M06403543-5121407,1.04
2M06403934+0948062,1.0
2M06404027-7015050,1.03
2M06404127+1025319,1.0
2M06404179+0949523,1.0
2M06404485+0957442,1.01
2M06404516+0928444,1.38
2M06404837+0948385,1.0
2M06405086+0955530,1.0
2M06405542+0937237,1.02
2M06405571+0951138,1.02
2M06405650+0954104,1.0
2M06405677+0930150,1.0
2M06405932+0946165,1.0
2M06405955+0939063,1.0
2M06405987-5100423,1.0
2M06410020-7547389,1.01
2M06410120-5116424,1.0
2M06410167+7403017,1.0
2M06410253+0934557,1.78
2M06410262-7039045,1.03
2M06410281+0936161,1.0
2M06410360+0930290,1.0
2M06410497+0950460,1.24
2M06410536+0933134,1.63
2M06410726+0958311,1.63
2M06410779+0602194,1.23
2M06410798+0934469,1.04
2M06410820+0936561,1.99
2M06410821+0938303,1.0
2M06410890+0929451,1.0
2M06411126+0911156,1.93
2M06411128+0919485,1.08
2M06411282+0952433,1.0
2M06411336+0938137,1.0
2M06411352-5054250,1.0
2M06411484+0932358,1.54
2M06411607-5109196,1.03
2M06411684+0936206,1.02
2M06411792+0929011,1.59
2M06411812-5143506,1.16
2M06411871+0912490,1.12
2M06411893+0927157,1.0
2M06411899+1143296,1.12
2M06411906-7016314,1.0
2M06411928+0938071,1.0
2M06412100+0933361,1.02
2M06412298-5044469,1.56
2M06412304+0943266,1.0
2M06412429-5103246,1.0
2M06412454+0937355,1.64
2M06412850-7440265,1.03
2M06413207+1001049,1.76
2M06413321+0202471,1.32
2M06413433+0925533,1.01
2M06414144-5058080,1.0
2M06414273+0942566,1.0
2M06414627-5058559,1.0
2M06415434-5102460,1.0
2M06415496+0930065,1.0
2M06415941-5109436,1.38
2M06415969-5051133,1.0
2M06420137-5125522,1.05
2M06421034-5056239,1.0
2M06422211+0202202,1.0
2M06423014-5137303,1.04
2M06424368+1146173,1.0
2M06424883-5027063,1.16
2M06425128+0507412,1.22
2M06425914+0242295,1.43
2M06430406+0129473,1.0
2M06431549+0345430,1.77
2M06431872-7021136,1.45
2M06433601+1138432,1.0
2M06434158+1943511,1.18
2M06434775+1110343,1.0
2M06435396+0903501,1.32
2M06435627+0352472,1.19
2M06435682+1012438,1.0
2M06440219-5118251,1.0
2M06440451+0614281,1.0
2M06440704+1020265,1.0
2M06442719+1040432,1.0
2M06442820+1151378,1.02
2M06442832-7446384,1.0
2M06442850+1044051,1.0
2M06444139+0927240,1.19
2M06445810+0337107,1.0
2M06450730-7517265,1.08
2M06451265-5109151,1.0
2M06451337+0208146,1.13
2M06451386+0941161,1.05
2M06451544-5134124,1.85
2M06451678+0209150,1.11
2M06452559+0916012,1.0
2M06452831-7447469,1.0
2M06453095-5049271,1.0
2M06453297+1021532,1.0
2M06453876-5043548,1.0
2M06454535-5036445,1.0
2M06454769+1144237,1.37
2M06455897+1909432,1.0
2M06460026-0451501,1.04
2M06460929+0318051,1.42
2M06461271-5124200,1.09
2M06461325+1127530,1.47
2M06461422+1853122,1.31
2M06462191+0906102,1.0
2M06462407-5111594,1.0
2M06463748-6720254,1.05
2M06463861+0916225,1.0
2M06464509-5037115,1.0
2M06464709+2012030,1.04
2M06464785+0229322,1.12
2M06470147-0341138,1.22
2M06470468+0136073,1.01
2M06470490+0244584,1.0
2M06470897-0430161,1.0
2M06471137+1859384,1.0
2M06471422-0525386,1.0
2M06471926+1819220,1.47
2M06472679-5057077,1.0
2M06472833+0323534,1.0
2M06472866+0203014,1.0
2M06472963+0949198,1.0
2M06473338+1856306,1.0
2M06474251-5050006,1.25
2M06474300+1122497,1.01
2M06474790-0050549,1.55
2M06474850-0519357,1.18
2M06475347+0200522,1.0
2M06475687-0509143,1.09
2M06480339-6743324,1.03
2M06480355+0312555,1.0
2M06480582+0343515,1.45
2M06481073+1011222,1.0
2M06481465-0422033,1.0
2M06481661+0146373,1.0
2M06481879+2005344,1.05
2M06482004+0959259,1.0
2M06482008+1030146,1.01
2M06482407+1026217,1.0
2M06482807+0305159,1.09
2M06483002-0451454,1.0
2M06483204-0438288,1.08
2M06484133+0204379,1.5
2M06484153+0215406,1.09
2M06485580+0148085,1.0
2M06490180+1007297,1.01
2M06490264-0448467,1.94
2M06490445+0152115,1.39
2M06490472-0429203,1.08
2M06490480-6717230,1.0
2M06490492+1021074,1.02
2M06491179-0345307,1.84
2M06491751-0531502,1.0
2M06492841+0214208,1.51
2M06493382-6647279,1.01
2M06493742+1910037,1.48
2M06494105-0420565,1.0
2M06494519-0531436,1.0
2M06494558-0336557,1.0
2M06494735-0524481,1.94
2M06495372-0502307,1.5
2M06495552-0530472,1.07
2M06495633+0321158,1.73
2M06500212+0253237,1.0
2M06500486-6658040,1.03
2M06500574-0443443,1.0
2M06500926+1911414,1.0
2M06501711-0547415,1.0
2M06501887-0305458,1.5
2M06502702+0150349,1.5
2M06503187-0318559,1.51
2M06503234-6733451,1.0
2M06503985+0252103,1.0
2M06504326-0415583,1.15
2M06504426-0311570,1.0
2M06505350-0417380,1.0
2M06510122+0217223,1.0
2M06510428-0458434,1.04
2M06511213-0509433,1.0
2M06511707-0453156,1.0
2M06513689+0025076,1.81
2M06514094+0022107,1.23
2M06514182+1956528,1.71
2M06514480-0338437,1.53
2M06515889+0246340,1.0
2M06515890+1921041,1.04
2M06515922-0138404,1.0
2M06520097-0318279,1.0
2M06520236-6743596,1.68
2M06521050-0502014,1.0
2M06521223+1902408,1.0
2M06521504-6750410,1.01
2M06521534-0533006,1.0
2M06522328-6802332,390.0
2M06522349-0331379,1.0
2M06522881-0303489,1.26
2M06523292-0521019,1.0
2M06523367-0529119,1.01
2M06523577-0305565,1.46
2M06524363-0340468,1.0
2M06524877-0505181,1.72
2M06525035-6702544,390.0
2M06525073+2022276,1.04
2M06525859+1844309,1.0
2M06530424-0534327,1.43
2M06531023-0345266,1.04
2M06531341-0525431,1.02
2M06531594-0439506,1.0
2M06531673-0535560,1.36
2M06533351-6748273,1.01
2M06534398-0358588,1.0
2M06540995-0453056,1.07
2M06541700-0457408,1.0
2M06542513-0319106,1.56
2M06542857-6748367,1.02
2M06545816-6656092,1.69
2M06545817+0408276,1.0
2M06545933-0359072,1.0
2M06551920+0352198,1.12
2M06554572+0356327,1.0
2M06560511+0443333,1.52
2M06562333-0052179,1.31
2M06563378-6637144,1.56
2M06564624+7509215,1.4
2M06564947+0444098,1.0
2M06565857+0448587,1.0
2M06570582+0500019,1.03
2M06570913+0506083,1.13
2M06572320-0117369,1.06
2M06572715-0007387,1.0
2M06572753-0122284,1.0
2M06572775+0527072,1.03
2M06575656+0500002,1.24
2M06582374+0548249,1.0
2M06582725+0501193,1.0
2M06583300-0137109,1.0
2M06584537+0302381,1.0
2M06584769-7328596,1.01
2M06590245+0519323,1.21
2M07000506+0325141,1.12
2M07001117+0341253,1.3
2M07001382-7341394,1.68
2M07001571+0419161,1.03
2M07003648+0342256,1.0
2M07005748+0514306,1.0
2M07010220-7401033,1.59
2M07010906+0552436,1.0
2M07012470+0444097,1.0
2M07013062+0505262,1.12
2M07014690+0435561,1.0
2M07015527+0533258,1.0
2M07020734-6651525,1.06
2M07021716+0517093,1.0
2M07030297-6723402,1.31
2M07030781+0313315,1.0
2M07034624+0330372,1.0
2M07040276+7441072,1.03
2M07042264+0434195,1.0
2M07044375+0440182,1.0
2M07044392+0401200,1.0
2M07044765+0342474,1.0
2M07050350+0512354,1.0
2M07050647+0421036,1.0
2M07050951+0345509,1.0
2M07052005+0423166,1.0
2M07053406+0420553,1.56
2M07053544-7307362,1.06
2M07055786-7850170,1.01
2M07060089+7559039,1.03
2M07060887+7423335,1.0
2M07062094-7905587,1.01
2M07065517-7926097,1.01
2M07070832-7933262,1.12
2M07075359-7845329,1.0
2M07080411-7844396,1.01
2M07082495-7834126,1.0
2M07082555-7904554,1.81
2M07091542-2721462,2.02
2M07092362+0544271,1.34
2M07092495+0626422,1.0
2M07092713-7848410,1.13
2M07093052-7925551,1.46
2M07094716+0524585,1.44
2M07095590-7848518,1.0
2M07095974-2734186,1.09
2M07102610-2806551,1.67
2M07103169+0712585,1.02
2M07103764-7424560,1.01
2M07104573+0619385,1.0
2M07105524+0707450,1.31
2M07110588-2746031,1.47
2M07112669+0640494,1.0
2M07112684-7412067,1.09
2M07113120-7827484,1.01
2M07120537-7842426,1.14
2M07120539-2720056,1.44
2M07120848+0517363,1.01
2M07121064-7317442,1.0
2M07121555-2751478,1.16
2M07122557-7845112,1.01
2M07124721+0738150,1.39
2M07125169+0710345,1.0
2M07125663-7404404,1.13
2M07131630+0548155,1.05
2M07132028+0647551,1.0
2M07133645-2721228,1.32
2M07133749-2729231,1.13
2M07134075+0707206,1.0
2M07134279+0622228,1.01
2M07134341+0651318,1.12
2M07135195+0447568,1.0
2M07135313-2717401,1.87
2M07135377+0712322,1.1
2M07140475+0704456,1.0
2M07141338+0446302,1.72
2M07141378+0713458,1.0
2M07141678-2810103,2.0
2M07143168+0455344,1.0
2M07144019-7840495,1.0
2M07150106+0531442,1.35
2M07150246+0643501,1.08
2M07151498+0447131,1.09
2M07151713-7353597,1.11
2M07153371+0611036,1.0
2M07153589+0543423,1.97
2M07154583-2750133,1.02
2M07154605+0735431,1.32
2M07154733-7846374,1.0
2M07155301-7852318,1.01
2M07162818+0547323,1.0
2M07163554+0608507,1.23
2M07164738-7832002,1.0
2M07165396+0722402,1.02
2M07165825+0537537,1.1
2M07171297+7511432,1.0
2M07171779+0640516,1.26
2M07172400-7952286,1.91
2M07173014-7307098,1.0
2M07181766+0617511,1.57
2M07182546+0722357,1.0
2M07183227+0531223,1.78
2M07185266+7620369,1.93
2M07191397-7357147,1.0
2M07191806+0556151,1.21
2M07192091+0627580,1.31
2M07194278-7831525,1.01
2M07194424+0531427,1.46
2M07201175-7853374,1.01
2M07201714+0544267,1.03
2M07202233-7825374,1.47
2M07204910-7929514,1.01
2M07214486-7924160,1.0
2M07215063+7505220,1.01
2M07220990-8000283,1.0
2M07221566-7340323,1.0
2M07223334-7952076,1.0
2M07224743+7344577,1.0
2M07224756-7930390,1.04
2M07230959-7403202,1.01
2M07245514-7916364,1.02
2M07250269+4344248,1.02
2M07251516-7959317,1.54
2M07251863+4357096,1.02
2M07252506+4406539,1.02
2M07253099+7409167,1.03
2M07254703-7829564,1.01
2M07255580-7850343,1.0
2M07255624+7351031,1.14
2M07255688+4404070,1.0
2M07255863-7924429,1.0
2M07260992+7609013,1.0
2M07262828+4346315,1.0
2M07263720+4348052,1.0
2M07265756+7536440,1.46
2M07270798+4352580,1.02
2M07272799+7242124,1.0
2M07275059+4319069,1.0
2M07281749-7905016,1.01
2M07282793+4331375,1.02
2M07283967+4333269,1.01
2M07285412+4249118,1.0
2M07285842+7408534,1.0
2M07291075+4501123,1.01
2M07291953+4416091,1.02
2M07292069-7918029,1.0
2M07294488+4417370,1.02
2M07295125+4329089,1.0
2M07300970+6608004,244.62
2M07301153+4336242,1.01
2M07301327+6604035,1.03
2M07301787+4459099,1.01
2M07302512+6606197,1.0
2M07303083+4405511,1.0
2M07304590+4400297,1.0
2M07304792+4438355,1.02
2M07305171+4402116,1.02
2M07305960+4331404,1.02
2M07312061+4512472,1.0
2M07312120-7924023,1.01
2M07313457+4519546,1.0
2M07315509+7458566,1.01
2M07315565+4304123,1.0
2M07320189+7520007,1.33
2M07321780+2103352,1.02
2M07322667+4349027,1.0
2M07323254+7428582,1.03
2M07323721+4406196,1.02
2M07330832+4429510,1.01
2M07331125+4348204,1.02
2M07333504+4411010,1.02
2M07333696+4347307,1.0
2M07334280+2115204,1.0
2M07334562+4314082,1.02
2M07335680+4357173,1.0
2M07340333+4525491,1.01
2M07342055+4311216,1.02
2M07342509+2137422,1.0
2M07343088+4311105,1.0
2M07343406-7922443,1.01
2M07345938+2118550,1.95
2M07350114+4321244,1.0
2M07350774+2222153,1.33
2M07350917+6540252,1.75
2M07350987+4518518,1.01
2M07351108+2115414,1.0
2M07354151+4243057,1.01
2M07354757-7858527,1.05
2M07354965+4453076,1.01
2M07355296+2135482,1.07
2M07355925+2125106,1.0
2M07360461+4315193,1.02
2M07361346+2015152,1.07
2M07361876+2028557,1.0
2M07362669+4502503,1.02
2M07364074+4402326,1.02
2M07364486+4508331,1.0
2M07364520+7501560,1.01
2M07370272+2109485,1.27
2M07370567-7842324,1.01
2M07371256+6710044,1.03
2M07371363+2122226,1.0
2M07372269+4432406,1.02
2M07372574+6706367,1.0
2M07372728+2250312,1.18
2M07373044+4437159,1.02
2M07373630+7418287,1.03
2M07373879+6715525,1.4
2M07373909+4255004,1.02
2M07374192+4438081,1.02
2M07374788+2034048,1.05
2M07375513+2116094,1.02
2M07375646-7841529,1.01
2M07375865+2141076,1.01
2M07375868+6529085,1.02
2M07380017+6511520,1.0
2M07380093+2138364,1.01
2M07380272+2051205,1.08
2M07380481+2016404,1.81
2M07380622+6522387,1.0
2M07380904+4442161,1.02
2M07380976+2253060,1.12
2M07381391+4252487,1.02
2M07381910+2251256,1.04
2M07381943+2035275,1.33
2M07382294+6507013,1.0
2M07383600+6450311,1.01
2M07390257+6703009,1.26
2M07390706+2139200,1.58
2M07391292+6628562,1.0
2M07391349-7851443,1.13
2M07392359+4444153,1.0
2M07393175+2236344,1.0
2M07393809+4316240,1.02
2M07394117-7857264,1.49
2M07394937+4356505,1.02
2M07395407+6616425,1.07
2M07395778+4329325,1.02
2M07400416+2100570,1.46
2M07400670+2111308,1.0
2M07401654+6532285,1.0
2M07404341+6630515,1.0
2M07405039+6507067,1.0
2M07405062+2224226,1.14
2M07411378-7914047,1.0
2M07412205+2037186,1.0
2M07412266+2244515,1.0
2M07412444+2206085,1.0
2M07413464+2207026,1.0
2M07413781+2051302,1.0
2M07414269+2136092,1.04
2M07414665+6613416,1.0
2M07414759+6512363,1.01
2M07415257+6607027,1.54
2M07420637+2159199,1.03
2M07421649+6448119,1.8
2M07422244-7850448,1.64
2M07423359+2116067,1.85
2M07423383+2151569,1.65
2M07433079+2123397,1.07
2M07433566+2208496,1.0
2M07433792+2102210,1.05
2M07441014+2205066,1.26
2M07443623+6523272,1.04
2M07450946+6653395,1.02
2M07461341+6553539,1.02
2M07461456+6642326,1.0
2M07472103+6455204,1.02
2M07472470+6648565,1.0
2M07480038+6635232,1.25
2M07483509+6636525,1.01
2M07483915+6603222,1.05
2M07484440+6719354,1.43
2M07485325+6659207,27.62
2M07491584+6654523,1.01
2M07504559+6636139,1.02
2M07505825+6712378,1.02
2M07512113+6529522,1.0
2M07512970+6559294,4380.0
2M07515625+6648384,1.0
2M07520725+6639592,1.48
2M07530456+6627240,1.04
2M07532155+6729401,1.03
2M07534196+2644416,1.01
2M07540175+2628018,2.0
2M07542887+6712001,1.14
2M07544296+2709402,1.02
2M07544874+2652378,1.01
2M07552766+2745239,1.01
2M07553111+2629218,1.02
2M07553505+6607503,1.02
2M07554889+2702401,1.02
2M07555164+6559445,1.0
2M07555309+2651295,1.01
2M07555556+2737274,1.01
2M07560163+2705028,1.01
2M07560613+2716455,1.01
2M07563689+2818214,1.01
2M07564310+2704198,1.0
2M07565041+6612019,1.01
2M07565272+6553162,1.04
2M07565994+2638284,1.01
2M07570266+2614511,1.02
2M07570849+2703346,1.0
2M07571607+2553146,1.02
2M07573183+2709233,1.57
2M07580828+2637302,1.02
2M07581412+2722182,1.01
2M07582555+2558138,1.03
2M07583331+6630176,1.01
2M07584299+6626419,1.14
2M07590308+2809063,1.42
2M07590432+2543048,1.0
2M07590962+2513494,1.01
2M07592704+6559195,1.04
2M07592735+2730080,1.02
2M07594038+2631062,1.0
2M08001069+2546248,1.0
2M08001552+2820584,1.33
2M08001560+2550021,1.02
2M08001923+2548499,1.03
2M08002614+2502025,1.0
2M08003369+2811056,1.01
2M08003470+2553334,1.08
2M08004525+2537354,1.04
2M08004742+2754247,1.02
2M08005216+2537031,1.0
2M08005567+2513250,1.03
2M08010412+2513498,1.0
2M08012624+2548435,1.0
2M08012624+2658218,1.42
2M08014159+2758346,1.01
2M08014356+2805568,1.01
2M08015046+2632130,1.0
2M08015329+2544415,1.0
2M08015372+2618554,1.81
2M08020973+2543027,1.07
2M08021390+2811032,1.01
2M08023533+2720195,1.0
2M08023744+2531586,1.0
2M08024913+2640075,1.39
2M08025062+2454574,1.01
2M08025202+2650107,1.01
2M08025321+2709017,2.0
2M08025685+2449068,1.02
2M08030541+2704243,1.01
2M08030772+2804528,1.01
2M08031317+2717177,1.01
2M08032100+2758279,1.01
2M08032390+2627413,1.02
2M08032795+2750439,1.01
2M08033131+2608295,1.0
2M08033576+2520093,1.01
2M08033776+2424040,1.01
2M08035225+2747359,1.06
2M08042433+2538543,1.01
2M08044248+2633346,1.01
2M08044253+2551243,1.0
2M08044413+2656107,1.0
2M08044771+2631380,1.28
2M08045023+2536229,1.01
2M08045170+2749226,1.27
2M08045657+2641227,1.02
2M08051091+2702430,1.07
2M08052032+6618211,1.04
2M08052138+2510470,1.02
2M08052168+2731409,1.01
2M08054490+2507007,1.02
2M08055383+2450505,1.01
2M08065253+2449348,1.01
2M08071460+2434304,1.0
2M08073670+2440558,1.03
2M08074399+2700478,1.01
2M08074669-3305296,1.0
2M08074794+2449323,1.0
2M08075552+2651313,1.01
2M08080148+2514289,1.03
2M08080598-3259550,1.0
2M08080853+2519150,1.01
2M08081445-3320244,1.0
2M08081605-3307333,1.0
2M08081784+2639182,1.03
2M08083219-3242378,1.0
2M08083909+2513265,1.01
2M08085083+2459087,1.0
2M08085137+2600092,1.03
2M08085258+2551236,1.01
2M08085444+2437269,1.0
2M08090031+2453360,1.01
2M08092059+3111140,1.0
2M08092300+3145533,1.0
2M08092645+2612451,1.0
2M08093040+2539399,1.01
2M08093616-3325283,1.28
2M08093937+3119395,1.27
2M08094184+2607367,1.01
2M08094640-3317207,1.04
2M08095283+3113249,1.33
2M08095715+2626265,1.03
2M08100655+3127281,1.04
2M08100681-3238410,1.0
2M08101826+2553349,1.0
2M08102126+3048325,1.0
2M08102146-2013391,1.98
2M08102456+3241403,1.0
2M08103232+3233451,1.0
2M08103395-1948162,1.08
2M08103631-1942590,1.0
2M08103794-3303243,1.31
2M08104256+3051570,1.0
2M08104765-3236143,1.24
2M08105145+3218246,1.0
2M08105223-3319003,1.0
2M08105393+3201560,1.03
2M08110248+3112436,1.0
2M08111162+3255049,1.0
2M08112409+3251415,1.05
2M08113003-3355539,1.0
2M08114826-3258358,1.0
2M08115373+3212036,1.04
2M08115999-1920297,1.69
2M08120278+3053408,1.0
2M08121059+6703217,1.03
2M08121841-2009503,1.0
2M08122061+3106141,1.0
2M08122108-3235033,1.0
2M08122589+3110011,1.05
2M08123994+3147441,1.0
2M08124781-3255242,1.72
2M08125321+6736563,1.03
2M08125666-1917143,1.84
2M08132297-1911583,1.0
2M08140186+3045036,1.0
2M08140761+3145095,1.0
2M08141253-2019454,1.77
2M08142881-1947392,1.0
2M08144646-1930388,1.01
2M08145624-2011088,1.0
2M08145824+3212019,1.0
2M08150160+3151012,1.0
2M08150168-1918564,1.0
2M08151077+3043527,1.44
2M08151395+3030137,1.22
2M08151602-1932228,1.04
2M08151639-2015575,1.7
2M08154058+3148174,1.6
2M08154280+3146102,1.09
2M08161511-1939068,1.0
2M08162312+3055235,1.05
2M08170261+3040598,1.0
2M08173229+3249321,1.21
2M08182592+3043552,1.03
2M08183674+3053386,1.0
2M08183942+3148344,1.0
2M08192185+6405359,1.04
2M08192574+3229514,1.38
2M08192735+6402471,1.12
2M08201452+3231401,1.16
2M08204111+3223442,1.03
2M08205322+3237109,1.24
2M08205351+6433143,1.74
2M08210704+6219311,1.0
2M08211035-0002136,1.0
2M08213362+6422083,1.0
2M08220173+0021225,1.01
2M08221204+6355173,1.0
2M08222287-0055326,1.61
2M08222650-0039000,1.12
2M08223388-0032116,1.41
2M08225352+0121323,1.82
2M08230544-0000342,1.85
2M08230810+0017552,1.31
2M08230954-0101135,1.08
2M08231252+6218157,1.0
2M08232713-0056085,14.07
2M08233476+0034120,1.12
2M08233902+6340436,1.0
2M08234568+0003340,1.11
2M08235976-0035526,1.59
2M08242049-0006194,1.0
2M08242879+6354025,1.06
2M08242943-0039488,1.0
2M08245638-4840329,1.0
2M08251654-0045085,1.01
2M08260055+6234384,1.0
2M08262858+0009570,1.06
2M08263198+6241208,1.0
2M08263480-4823599,1.01
2M08270535+0031307,1.02
2M08272791-4838543,1.0
2M08272914+0028155,1.01
2M08273117-4931353,1.05
2M08273271-4846324,1.04
2M08273351+6241465,1.0
2M08274002+6234583,1.04
2M08274328-0005140,1.07
2M08274476-4936168,1.01
2M08280527+0013330,1.09
2M08281282-0030034,1.01
2M08281795-4006362,1.0
2M08282353-0054184,1.05
2M08284596-4003029,1.02
2M08285575+0039056,1.0
2M08290796-0018005,1.27
2M08292385+6226330,1.13
2M08295039+0015006,6.67
2M08295639-0030107,1.76
2M08300319+0026563,1.06
2M08300445-0009583,1.11
2M08302791+0044041,1.0
2M08304661+6158214,1.0
2M08304688-3917032,9.7
2M08304817-4014112,1.16
2M08310124-4012534,1.52
2M08310831-3944109,35.56
2M08314539+6445308,1.12
2M08315387+6312240,1.29
2M08320176-4922137,1.05
2M08333167-3916372,1.43
2M08333713+6407054,1.0
2M08334781+6234582,1.0
2M08340485-3959157,1.83
2M08343022+6256483,1.0
2M08352929-3958342,2.64
2M08354896+6240593,1.0
2M08355504-3940149,15.24
2M08361744+2020295,1.05
2M08364800+1852580,1.0
2M08371822+1852119,1.0
2M08373699+1943585,1.2
2M08381039+6239283,1.0
2M08383786+1959231,1.12
2M08390359+1959591,1.19
2M08394279+2005103,1.32
2M08395906+6317050,1.0
2M08400277+6349583,1.0
2M08401290+1200471,1.0
2M08402347+1950059,1.05
2M08403924+1913418,1.03
2M08404484+1159420,1.3
2M08404609+1128039,1.08
2M08411684+1102554,1.0
2M08414133+1051015,1.69
2M08414534+1242450,1.0
2M08415731+1223579,1.18
2M08421080+1856037,1.0
2M08421656+1139344,1.0
2M08423309+1257514,1.0
2M08423671+1134412,1.0
2M08424041+1130523,1.01
2M08424572+1135478,1.24
2M08425624+1127588,1.13
2M08430250+1228104,1.0
2M08432903+1058555,1.38
2M08433803+1120547,1.01
2M08434285+1234382,1.0
2M08434384+1115443,1.6
2M08434913+1145292,1.61
2M08435831+1256498,1.1
2M08440760+1216428,1.0
2M08440808+7124267,1.55
2M08442932+1050573,1.16
2M08442938+1213597,1.81
2M08443371+1106033,1.71
2M08445012+1252479,1.0
2M08452053+1852313,1.12
2M08452498+1311138,1.03
2M08455211+1157558,1.01
2M08455925+1315487,1.74
2M08461546+1942329,1.03
2M08462256+1056196,1.0
2M08462279+1245399,1.22
2M08464223+1205302,1.07
2M08464965+0105054,1.01
2M08465415+1141566,1.0
2M08465863+1237104,1.81
2M08465878+1128425,1.01
2M08471093+1112149,1.04
2M08471174+1311402,1.01
2M08472585+1225091,1.0
2M08473916+0045197,1.01
2M08474493+1125002,1.03
2M08474740+1248544,1.08
2M08475269+0100063,70.0
2M08480285+1157534,1.1
2M08480433+1118214,1.05
2M08480708+0040017,1.01
2M08481385+0014026,70.0
2M08482033+1100455,370.0
2M08482833+1153288,1.01
2M08483429+1225079,1.0
2M08483499+1236448,1.01
2M08485051+1134020,1.0
2M08490422+0213169,1.02
2M08490965+1148267,1.1
2M08491467+0118184,5.45
2M08492385+1206143,1.02
2M08492491+1144057,1.01
2M08492523+1145558,1.11
2M08494490+1141562,1.02
2M08494707+1226116,1.13
2M08494757+1244249,1.0
2M08494940+1045341,1.71
2M08495086+7034274,1.0
2M08500005+1114327,1.06
2M08500091+1126482,1.02
2M08500300+7103338,1.0
2M08500519+0029206,70.0
2M08500627+1232397,1.0
2M08501543-0003252,1.05
2M08502285+1149480,1.0
2M08503504+1153545,1.01
